applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,collateral_value,repayment_history,debt_to_income_ratio,default_flag
APP-2986,Services,17,407054,7429,316932,358,1,24204,Good,0.29,0
APP-2987,Trading,18,2552656,33307,276891,737,0,472037,Average,0.69,0
APP-2988,Services,10,1931986,49477,534333,727,0,491727,Good,0.41,0
APP-2989,Manufacturing,16,1039924,17228,542046,725,1,16643,Good,0.28,0
APP-2990,Manufacturing,5,2015629,33236,789685,680,1,332705,Poor,0.11,0
APP-2991,Trading,13,2878607,43373,921508,785,0,37126,Average,0.71,0
APP-2992,Manufacturing,18,1153248,22665,688797,484,2,58126,Good,0.47,0
APP-2993,Trading,17,1684685,46552,684945,759,1,344568,Good,0.78,0
APP-2994,Trading,9,4313528,126056,150926,401,0,124453,Good,0.6,1
APP-2995,Manufacturing,14,1079922,30719,193148,314,0,307402,Good,0.16,1
APP-2996,Services,17,284745,6794,853382,350,3,296671,Average,0.51,1
APP-2997,Manufacturing,4,3633650,55754,682709,608,0,286042,Good,0.11,0
APP-2998,Manufacturing,18,3848570,102774,761588,333,3,243677,Good,0.49,0
APP-2999,Trading,15,2413319,22485,686708,504,1,473139,Good,0.35,0
APP-3000,Trading,11,1868222,52846,175368,369,0,450128,Good,0.55,1
APP-3001,Trading,12,2885148,80319,504496,529,2,177507,Good,0.48,0
APP-3002,Trading,9,613506,15388,29455,779,0,3794,Good,0.28,0
APP-3003,Services,13,565729,6099,744184,832,0,462342,Poor,0.21,0
APP-3004,Services,15,2962044,98537,981525,407,0,407914,Average,0.38,0
APP-3005,Services,15,2133805,58132,475139,540,2,143404,Good,0.79,1
APP-3006,Trading,5,3163192,84468,241897,550,1,236346,Good,0.4,0
APP-3007,Trading,19,404182,4014,442509,434,0,9593,Good,0.62,1
APP-3008,Trading,14,2690955,49247,502646,389,0,320276,Average,0.14,0
APP-3009,Services,17,3618935,37954,622840,739,1,488859,Good,0.37,0
APP-3010,Trading,18,2548002,44231,842548,597,0,490242,Good,0.51,1
APP-3011,Manufacturing,3,2092532,47281,392605,706,0,120973,Poor,0.63,1
APP-3012,Manufacturing,2,2966585,89902,574772,607,0,101633,Good,0.47,0
APP-3013,Trading,1,1624255,25024,957719,401,1,11036,Good,0.46,1
APP-3014,Manufacturing,10,3829404,91594,353782,660,0,356241,Good,0.63,0
APP-3015,Manufacturing,19,4533562,56441,668764,827,1,210980,Good,0.32,0
APP-3016,Services,17,2819785,48450,178332,592,1,315308,Good,0.16,0
APP-3017,Trading,12,3564078,114101,110647,445,3,493612,Poor,0.34,1
APP-3018,Trading,1,3765663,101764,599930,703,2,150423,Good,0.21,0
APP-3019,Services,12,3671609,80696,746091,301,1,226935,Good,0.78,1
APP-3020,Manufacturing,17,2714119,39696,842441,418,2,58413,Good,0.5,0
APP-3021,Manufacturing,3,1361147,24263,138824,490,3,280203,Average,0.41,0
APP-3022,Trading,11,2147951,26313,783202,302,1,289332,Average,0.74,1
APP-3023,Manufacturing,17,1586201,27235,826037,786,1,250156,Good,0.73,0
APP-3024,Services,3,1629889,19720,645167,476,0,360735,Good,0.39,1
APP-3025,Services,8,588769,16612,980709,556,2,246545,Good,0.71,1
APP-3026,Trading,4,337555,3494,965073,833,0,198924,Good,0.14,0
APP-3027,Services,7,1850830,24187,655115,776,0,81795,Good,0.72,0
APP-3028,Services,14,3825944,97991,277724,697,1,494358,Good,0.32,0
APP-3029,Trading,14,2794454,86338,911334,795,2,252989,Poor,0.5,1
APP-3030,Services,4,458177,14866,277544,519,1,11829,Good,0.29,1
APP-3031,Services,16,4758415,139107,705003,472,2,335817,Good,0.79,1
APP-3032,Services,1,3247418,44230,761545,689,2,286646,Good,0.15,0
APP-3033,Manufacturing,17,4821462,74617,892464,801,1,420420,Good,0.41,0
APP-3034,Trading,10,3171192,95459,137319,559,1,263409,Good,0.53,1
APP-3035,Trading,16,2838647,86767,522193,430,1,166823,Good,0.53,1
APP-3036,Trading,16,1620497,39458,489389,412,3,481037,Good,0.62,1
APP-3037,Manufacturing,8,784158,12683,116960,319,2,417531,Average,0.61,1
APP-3038,Manufacturing,7,2742205,38211,49015,514,3,309601,Average,0.66,1
APP-3039,Trading,6,855231,25349,343857,609,0,46875,Good,0.26,0
APP-3040,Manufacturing,16,1472771,19830,738165,550,0,322503,Good,0.36,0
APP-3041,Trading,16,3219283,80090,942478,787,0,499663,Good,0.37,0
APP-3042,Manufacturing,7,2529129,82278,155109,681,1,106334,Good,0.77,0
APP-3043,Services,9,905434,23510,487508,708,2,122950,Good,0.39,0
APP-3044,Services,14,358697,5299,796351,570,0,436636,Average,0.26,0
APP-3045,Trading,11,3460960,53284,943671,706,0,164451,Good,0.54,0
APP-3046,Manufacturing,14,3765799,40127,98754,493,0,252988,Poor,0.4,1
APP-3047,Manufacturing,7,4769707,121576,231775,740,1,326246,Good,0.28,0
APP-3048,Services,1,4967790,105785,315292,612,0,363971,Average,0.6,0
APP-3049,Services,13,122908,1658,737513,378,0,185736,Good,0.23,1
APP-3050,Manufacturing,3,1691973,23729,686894,479,2,354832,Average,0.54,1
APP-3051,Manufacturing,4,4615391,39502,756355,313,0,202032,Good,0.4,0
APP-3052,Manufacturing,11,4253726,139495,919222,545,1,468691,Average,0.32,0
APP-3053,Manufacturing,2,892606,25915,882510,313,1,321613,Good,0.76,1
APP-3054,Manufacturing,14,3921549,71323,66879,398,2,357933,Good,0.33,0
APP-3055,Manufacturing,12,500415,16006,129894,332,0,427612,Good,0.34,0
APP-3056,Trading,17,3749446,94715,600127,735,3,275320,Good,0.71,0
APP-3057,Manufacturing,12,4273138,115887,39756,556,1,65036,Good,0.19,1
APP-3058,Services,12,598723,15166,678043,333,0,7907,Good,0.18,1
APP-3059,Trading,1,3282940,89475,190557,318,0,3372,Good,0.3,0
APP-3060,Manufacturing,13,1678661,21162,239303,559,0,158644,Good,0.51,1
APP-3061,Services,14,2583922,57862,414241,715,2,286736,Good,0.37,0
APP-3062,Trading,2,4823147,142609,684075,436,1,406318,Average,0.53,1
APP-3063,Services,12,135350,1194,997601,658,0,108093,Average,0.21,0
APP-3064,Manufacturing,16,4259020,48635,501599,415,0,260529,Good,0.28,0
APP-3065,Manufacturing,4,1158837,16773,505283,703,2,156714,Good,0.5,0
APP-3066,Manufacturing,8,995032,15623,627231,501,2,265283,Average,0.25,0
APP-3067,Manufacturing,2,2935579,37871,752476,675,1,77179,Average,0.4,0
APP-3068,Trading,10,742019,17765,158188,549,1,280787,Good,0.5,0
APP-3069,Trading,9,3694393,57942,571032,745,2,231626,Average,0.78,0
APP-3070,Services,15,1490352,18310,134697,577,2,366569,Good,0.16,0
APP-3071,Manufacturing,13,1959042,60689,490795,411,1,60117,Average,0.42,1
APP-3072,Services,17,1927330,49550,650360,772,0,159852,Good,0.38,0
APP-3073,Trading,16,1762460,25528,405340,691,2,106485,Good,0.68,0
APP-3074,Manufacturing,2,605134,10503,246028,442,0,375751,Good,0.73,1
APP-3075,Manufacturing,14,4197036,112702,703411,331,0,213275,Good,0.73,1
APP-3076,Trading,3,4974824,139822,17176,480,2,60332,Good,0.36,0
APP-3077,Trading,12,2370886,30215,887742,815,1,30632,Average,0.31,0
APP-3078,Trading,8,1098278,34867,786653,568,2,169565,Good,0.41,1
APP-3079,Trading,2,173182,4843,468034,535,1,179424,Good,0.34,1
APP-3080,Trading,4,4292895,127729,523611,576,3,160480,Good,0.6,1
APP-3081,Manufacturing,14,3493749,41679,159748,574,0,483054,Good,0.25,1
APP-3082,Trading,16,134106,1598,55177,385,2,87157,Average,0.56,1
APP-3083,Manufacturing,19,1700882,27158,493512,362,0,209827,Average,0.75,1
APP-3084,Manufacturing,2,2509150,24964,120623,703,0,157011,Good,0.3,0
APP-3085,Trading,12,2075216,22018,535285,491,0,177952,Good,0.57,1
APP-3086,Trading,14,214486,2555,462546,592,2,240920,Good,0.2,0
APP-3087,Manufacturing,6,1743696,45587,971273,330,0,298987,Poor,0.18,1
APP-3088,Trading,13,2881455,26189,506184,629,1,471530,Good,0.18,0
APP-3089,Trading,4,3896556,40580,654467,406,0,38930,Good,0.2,0
APP-3090,Trading,18,785062,25073,257439,575,0,423086,Good,0.25,1
APP-3091,Services,12,777468,8104,654691,381,1,368084,Average,0.49,1
APP-3092,Manufacturing,19,2114618,46035,938735,363,3,218729,Good,0.64,1
APP-3093,Services,8,4336812,105808,105287,428,0,451360,Good,0.19,1
APP-3094,Trading,7,3504707,113195,129574,555,1,320247,Good,0.71,1
APP-3095,Services,16,2865845,88349,790751,530,3,40770,Good,0.69,1
APP-3096,Trading,19,3046038,58942,131509,796,1,111757,Good,0.61,0
APP-3097,Services,6,4922587,156968,357591,436,1,30158,Good,0.4,1
APP-3098,Trading,11,3126511,59841,905954,754,0,88992,Good,0.1,0
APP-3099,Services,5,1952453,48970,459181,654,1,309545,Average,0.61,0
APP-3100,Services,16,4104066,60836,353288,784,0,406208,Good,0.72,0
APP-3101,Services,7,3918707,95026,782793,445,1,418606,Good,0.33,0
APP-3102,Manufacturing,5,2848658,62066,202589,332,2,308002,Average,0.6,1
APP-3103,Services,11,1474241,34650,889125,559,1,409972,Average,0.14,0
APP-3104,Manufacturing,15,952810,24201,366459,386,0,415187,Average,0.6,1
APP-3105,Trading,3,4509118,57129,498720,564,3,400287,Average,0.15,0
APP-3106,Services,5,3764528,59723,823819,841,1,224182,Good,0.51,0
APP-3107,Trading,5,4430268,118462,14090,691,3,177589,Good,0.52,0
APP-3108,Trading,9,3745611,46553,917278,531,1,346955,Good,0.31,0
APP-3109,Services,15,1096094,18567,428161,746,0,129970,Poor,0.16,0
APP-3110,Manufacturing,3,3442389,86043,836671,428,1,241359,Good,0.76,1
APP-3111,Services,6,3466502,110146,13743,570,1,6586,Good,0.47,0
APP-3112,Trading,17,804108,8214,40924,388,0,253383,Good,0.51,1
APP-3113,Trading,8,782878,16634,151268,765,1,281847,Average,0.53,0
APP-3114,Services,11,3269919,33944,926592,469,1,223373,Average,0.72,1
APP-3115,Manufacturing,6,1051622,18731,888247,427,1,76177,Poor,0.14,1
APP-3116,Manufacturing,8,3296319,41922,639600,473,0,36735,Good,0.73,1
APP-3117,Trading,10,1686617,41438,341004,325,1,197430,Good,0.27,0
APP-3118,Trading,3,3780536,103129,968904,810,0,98525,Good,0.15,0
APP-3119,Manufacturing,14,2413304,35033,750537,787,1,301792,Good,0.56,0
APP-3120,Services,14,2516704,65825,758378,705,0,405345,Good,0.78,0
APP-3121,Trading,10,2409792,47000,239602,325,0,212151,Good,0.14,0
APP-3122,Manufacturing,12,411911,6352,352543,382,0,484715,Good,0.4,0
APP-3123,Trading,6,1096251,23479,845227,663,0,298800,Poor,0.47,1
APP-3124,Services,12,335356,5977,847985,666,1,160737,Good,0.28,0
APP-3125,Manufacturing,14,1574205,22169,518928,359,3,144571,Poor,0.79,1
APP-3126,Trading,2,3053337,83217,113976,591,1,338032,Good,0.55,1
APP-3127,Services,9,1218694,34454,165183,490,1,251060,Good,0.69,1
APP-3128,Trading,10,166481,4718,647854,760,3,19654,Good,0.39,0
APP-3129,Services,17,4312563,77138,267443,532,3,206725,Good,0.35,1
APP-3130,Services,17,3325654,41808,990587,773,2,130117,Good,0.49,0
APP-3131,Manufacturing,3,3724777,109298,654256,704,0,86613,Good,0.4,0
APP-3132,Services,19,2163527,35838,71600,570,1,462745,Average,0.6,1
APP-3133,Trading,1,1260213,34069,584310,433,2,18982,Average,0.29,1
APP-3134,Services,12,2249806,64726,668559,470,2,362114,Good,0.41,0
APP-3135,Services,7,4445102,122405,847329,714,1,81848,Average,0.73,0
APP-3136,Manufacturing,4,2292019,41436,834470,327,0,371721,Good,0.63,1
APP-3137,Services,10,2112044,67128,133323,435,3,79874,Poor,0.22,1
APP-3138,Services,13,362051,8992,196110,704,1,292317,Good,0.72,0
APP-3139,Trading,2,2841004,64567,654566,804,0,388909,Poor,0.51,1
APP-3140,Manufacturing,10,3347334,86297,907486,540,0,37525,Average,0.58,1
APP-3141,Manufacturing,4,3618125,34196,280041,743,1,485442,Average,0.31,0
APP-3142,Manufacturing,18,2691436,48704,598829,733,0,27328,Good,0.41,0
APP-3143,Services,5,1826025,55444,116968,527,0,142432,Good,0.66,1
APP-3144,Manufacturing,19,1204258,14885,549180,808,3,116242,Good,0.33,0
APP-3145,Services,2,2492905,46600,935775,602,0,366563,Good,0.22,0
APP-3146,Services,12,1040170,19206,34815,333,1,496957,Good,0.36,0
APP-3147,Trading,17,1783341,30734,842044,301,2,22625,Poor,0.15,1
APP-3148,Trading,10,1462210,32741,436573,661,1,107576,Good,0.6,0
APP-3149,Trading,2,3213257,106803,478304,494,0,175966,Good,0.2,1
APP-3150,Trading,6,2724986,40137,812699,607,1,228458,Good,0.3,0
APP-3151,Trading,8,3465814,89963,814700,549,0,16471,Good,0.72,1
APP-3152,Services,19,2000256,54573,648751,446,0,302027,Good,0.48,0
APP-3153,Services,11,2853528,65476,941767,645,1,223884,Good,0.32,0
APP-3154,Manufacturing,12,3458168,37245,474151,647,3,264847,Good,0.48,0
APP-3155,Services,9,4304284,97460,891779,553,2,207759,Average,0.25,0
APP-3156,Services,2,893214,28734,200732,698,0,182642,Good,0.12,0
APP-3157,Trading,8,215301,3635,206599,633,1,485750,Average,0.52,0
APP-3158,Services,11,4864974,118343,204451,475,0,200755,Poor,0.6,1
APP-3159,Trading,4,1152020,37231,366686,424,1,327668,Good,0.72,1
APP-3160,Manufacturing,10,347180,9819,706631,697,0,427731,Average,0.64,0
APP-3161,Manufacturing,16,3455914,88267,338756,430,2,204840,Good,0.75,1
APP-3162,Services,8,4227927,137881,148307,706,0,15151,Good,0.79,0
APP-3163,Manufacturing,4,4926831,62067,98757,633,0,469082,Good,0.62,0
APP-3164,Services,10,1717391,47489,419633,319,1,49190,Good,0.71,1
APP-3165,Manufacturing,12,3279065,60676,894507,504,0,470028,Poor,0.57,1
APP-3166,Trading,14,3509340,60866,306753,654,2,56195,Good,0.22,0
APP-3167,Trading,16,3268622,69785,899217,472,3,388703,Good,0.23,0
APP-3168,Trading,18,4690604,43046,264200,488,0,326252,Good,0.18,0
APP-3169,Trading,12,637426,10292,961406,301,0,149607,Good,0.76,1
APP-3170,Services,18,3480460,43466,557933,467,3,364385,Poor,0.57,1
APP-3171,Manufacturing,7,3190380,37648,466089,667,2,367334,Good,0.65,0
APP-3172,Services,7,1181614,19811,729918,835,3,305194,Good,0.33,0
APP-3173,Trading,9,2106744,59810,334377,669,0,295120,Good,0.42,0
APP-3174,Services,1,2516507,33623,383587,736,0,599,Good,0.13,0
APP-3175,Manufacturing,6,1716561,37109,164473,506,0,451164,Good,0.72,1
APP-3176,Services,6,826385,22353,804203,348,0,259757,Good,0.7,1
APP-3177,Manufacturing,12,1954514,28062,968839,843,2,322011,Good,0.65,0
APP-3178,Services,12,2347167,73791,477667,428,0,265853,Average,0.14,0
APP-3179,Manufacturing,10,1126419,33787,482650,746,1,256108,Good,0.22,0
APP-3180,Manufacturing,6,1056840,15443,470665,334,0,417326,Average,0.33,0
APP-3181,Trading,17,1031489,34115,374745,498,2,311509,Poor,0.28,1
APP-3182,Manufacturing,19,4193315,105095,495820,376,0,267867,Poor,0.69,1
APP-3183,Trading,18,4609512,71382,405158,668,0,374452,Good,0.24,0
APP-3184,Trading,6,3322145,84247,685748,825,1,448920,Poor,0.47,0
APP-3185,Trading,19,269356,6731,921656,648,0,158466,Average,0.5,0
APP-3186,Services,10,3581024,84111,617539,805,1,326264,Average,0.4,0
APP-3187,Services,8,3045353,79562,591330,537,1,272460,Good,0.27,0
APP-3188,Services,6,1725255,25949,850172,579,2,415838,Good,0.77,1
APP-3189,Services,7,534600,17539,206945,731,1,155916,Poor,0.39,1
APP-3190,Manufacturing,1,1545318,46020,581312,437,1,444776,Good,0.61,1
APP-3191,Manufacturing,18,1958151,52824,688810,568,3,453137,Good,0.23,0
APP-3192,Services,12,2967167,26677,591253,500,3,106276,Good,0.68,1
APP-3193,Manufacturing,16,3339363,77115,282201,441,1,283306,Poor,0.25,1
APP-3194,Manufacturing,10,2407761,62590,758609,654,1,290977,Good,0.57,0
APP-3195,Trading,10,696231,20668,805415,628,1,258512,Poor,0.45,0
APP-3196,Trading,14,819822,26223,402613,530,0,410422,Good,0.2,0
APP-3197,Trading,10,2836202,88573,554283,607,3,388659,Good,0.12,0
APP-3198,Trading,10,4259229,78729,124587,445,2,382932,Good,0.75,1
APP-3199,Manufacturing,11,3937875,121073,243076,451,0,51747,Good,0.19,1
APP-3200,Services,2,1699379,14193,756988,439,0,90037,Good,0.59,1
APP-3201,Manufacturing,8,2346482,40172,480897,320,0,375994,Good,0.56,1
APP-3202,Manufacturing,7,2807867,31392,48886,553,0,118641,Good,0.34,0
APP-3203,Manufacturing,8,4993999,151867,361169,363,0,380663,Good,0.23,0
APP-3204,Trading,1,3296582,103950,499788,517,1,206899,Good,0.22,0
APP-3205,Trading,2,2442001,35979,105149,371,0,119271,Good,0.51,1
APP-3206,Trading,18,2322133,40674,628308,461,1,241170,Good,0.48,1
APP-3207,Services,15,2366830,77940,536961,429,0,208267,Good,0.71,1
APP-3208,Manufacturing,1,2275653,51167,962394,524,0,317531,Good,0.55,1
APP-3209,Services,5,1283387,26642,873945,753,1,25226,Poor,0.67,1
APP-3210,Trading,2,4855865,101216,33466,683,2,368431,Good,0.12,0
APP-3211,Services,3,100818,2594,247626,406,1,399716,Good,0.57,1
APP-3212,Manufacturing,19,2299119,74024,888977,402,1,1634,Good,0.26,1
APP-3213,Manufacturing,18,2501603,43775,519966,440,1,145131,Good,0.28,0
APP-3214,Trading,18,1547116,19570,584694,433,0,463566,Good,0.6,1
APP-3215,Trading,14,4362946,56537,406904,498,0,115855,Good,0.66,1
APP-3216,Services,8,2956273,26140,603572,809,0,266220,Good,0.36,0
APP-3217,Trading,12,245428,5453,770006,378,1,368838,Good,0.65,1
APP-3218,Trading,10,3944099,124480,911011,781,1,252718,Good,0.41,0
APP-3219,Manufacturing,17,4645772,121534,547953,811,1,38210,Good,0.7,0
APP-3220,Trading,11,4339991,143903,554929,549,0,128798,Good,0.12,1
APP-3221,Trading,2,3857114,119846,435716,782,2,157003,Good,0.16,0
APP-3222,Manufacturing,4,4031048,83159,570085,471,0,32007,Poor,0.64,1
APP-3223,Manufacturing,1,3340633,68473,750126,316,0,153816,Good,0.54,1
APP-3224,Services,15,1232618,29634,318094,593,0,161468,Average,0.49,0
APP-3225,Trading,13,1721179,19116,952550,693,1,350763,Good,0.53,0
APP-3226,Manufacturing,8,145494,3422,925986,797,0,495025,Average,0.75,0
APP-3227,Services,4,3047439,60751,636627,518,1,181026,Good,0.56,1
APP-3228,Services,10,3278409,79999,647719,533,2,384459,Good,0.55,1
APP-3229,Trading,19,4948841,111168,242275,689,0,484028,Good,0.63,0
APP-3230,Trading,18,3064130,49311,412854,547,1,66038,Good,0.71,1
APP-3231,Services,5,4961165,116723,817605,351,0,405972,Average,0.28,0
APP-3232,Manufacturing,19,4797492,83877,678582,314,0,210870,Good,0.53,1
APP-3233,Services,16,2161278,28526,191136,623,0,251585,Good,0.51,0
APP-3234,Trading,1,3938832,99298,178082,740,3,403821,Good,0.19,0
APP-3235,Manufacturing,12,4585751,73335,263301,411,1,499459,Good,0.46,1
APP-3236,Manufacturing,2,266651,8148,552383,306,2,153488,Good,0.15,0
APP-3237,Services,8,1590856,21184,133554,544,0,318702,Good,0.23,0
APP-3238,Trading,18,3504520,81784,404655,747,2,430703,Good,0.74,0
APP-3239,Services,16,655502,14828,922046,664,2,106052,Good,0.18,0
APP-3240,Services,5,2585244,34323,769277,666,2,355223,Average,0.51,0
APP-3241,Services,13,1610155,31125,488766,586,3,96816,Poor,0.33,1
APP-3242,Manufacturing,19,4991824,125902,932879,405,0,396086,Good,0.49,1
APP-3243,Manufacturing,3,4090114,66654,623311,312,1,390086,Good,0.26,0
APP-3244,Trading,8,1661589,18575,641469,445,1,397974,Good,0.41,0
APP-3245,Trading,12,518163,12287,232310,777,1,373486,Good,0.71,0
APP-3246,Services,2,889812,12400,817032,414,2,169808,Average,0.36,0
APP-3247,Services,11,820008,20803,798898,808,0,208267,Good,0.35,0
APP-3248,Services,12,4548907,133374,790637,451,0,327282,Good,0.41,0
APP-3249,Trading,18,3050102,34823,509344,356,0,50250,Good,0.17,0
APP-3250,Manufacturing,13,3981926,76745,710457,681,2,380001,Poor,0.37,0
APP-3251,Manufacturing,5,1094654,21298,906366,456,3,377214,Average,0.1,0
APP-3252,Services,12,2428772,58646,587564,432,1,302702,Average,0.45,1
APP-3253,Services,2,3526452,58868,453333,462,1,315236,Good,0.69,1
APP-3254,Services,5,3447559,64805,450187,574,1,337265,Good,0.49,0
APP-3255,Services,7,398737,3442,279072,376,1,122140,Average,0.53,1
APP-3256,Trading,12,2871562,32718,851741,343,0,224511,Good,0.12,0
APP-3257,Manufacturing,16,1499299,33854,215719,849,1,130877,Good,0.7,0
APP-3258,Services,8,1562185,21449,706248,617,1,317748,Good,0.37,0
APP-3259,Trading,9,2814630,33628,760385,833,1,255604,Good,0.78,0
APP-3260,Services,15,231601,3808,709192,453,0,37039,Good,0.18,0
APP-3261,Services,5,4312986,53574,126196,536,2,332003,Average,0.76,1
APP-3262,Manufacturing,13,3418737,33585,19404,816,2,92506,Good,0.54,0
APP-3263,Services,5,2594544,40033,436855,520,1,362486,Average,0.14,0
APP-3264,Manufacturing,11,1345129,16736,743478,609,2,179817,Average,0.78,0
APP-3265,Manufacturing,10,3549585,100517,463814,476,1,267605,Poor,0.11,1
APP-3266,Manufacturing,13,1464780,14500,993903,519,1,40831,Good,0.61,1
APP-3267,Trading,9,4904078,132505,647475,337,0,51137,Good,0.72,1
APP-3268,Trading,14,2078217,37206,906881,730,2,296174,Poor,0.22,0
APP-3269,Manufacturing,18,709297,17885,561972,502,1,136803,Good,0.34,0
APP-3270,Services,15,2614878,25235,602879,747,1,21500,Good,0.49,0
APP-3271,Manufacturing,10,1212936,38026,391965,794,1,206511,Good,0.58,0
APP-3272,Services,7,639306,17592,743082,424,2,33117,Good,0.71,1
APP-3273,Manufacturing,8,1495819,17705,274826,364,2,94138,Good,0.63,1
APP-3274,Services,3,3960920,54672,121186,543,1,162246,Good,0.35,1
APP-3275,Trading,15,2283969,55804,965550,826,2,33208,Good,0.68,0
APP-3276,Services,16,242803,7617,777469,525,1,346872,Good,0.78,1
APP-3277,Manufacturing,4,1709848,33306,556120,764,3,472651,Average,0.26,0
APP-3278,Trading,6,2962035,60645,551285,592,2,84482,Good,0.15,0
APP-3279,Services,1,2503039,35739,306784,680,0,461904,Good,0.4,0
APP-3280,Services,4,3346581,59932,480098,465,2,25960,Poor,0.72,1
APP-3281,Services,11,2025516,31362,50491,517,1,254239,Good,0.21,0
APP-3282,Services,12,4578458,78280,73043,574,3,403463,Average,0.72,1
APP-3283,Services,5,4452140,39393,908607,351,2,96342,Good,0.79,1
APP-3284,Trading,16,4377219,40970,138568,673,0,484325,Average,0.14,0
APP-3285,Trading,13,4440985,112581,386394,662,0,248093,Good,0.45,0
APP-3286,Trading,13,852491,21634,607013,313,1,107918,Good,0.33,0
APP-3287,Trading,17,827150,13721,138131,639,2,376905,Good,0.38,0
APP-3288,Manufacturing,7,3367568,102609,55520,838,2,26038,Good,0.42,0
APP-3289,Trading,8,3077929,46126,335063,388,0,420986,Good,0.62,1
