business_type,years_in_operation,annual_revenue,ebitda,loan_amount,loan_term_months,promoter_credit_score,existing_debt,default_flag
Logistics,7,14336983.71,2873393.21,2828972.53,48,508,539377.17,1
Retail,12,14324033.01,4790351.08,1357696.85,60,572,1230351.62,0
Logistics,13,12097226.77,2149630.07,1971962.27,48,411,1239299.36,0
Services,7,31801049.11,4567897.96,1325392.31,36,521,383850.57,0
Services,1,34909329.64,377045.77,3385125.84,36,618,695014.75,1
Manufacturing,14,48942098.68,18246736.27,2391908.79,60,382,768600.32,0
Manufacturing,1,37394839.27,-5352508.6,2037888.88,36,750,845609.26,1
Logistics,7,48480070.94,-1488644.71,801815.03,24,465,1648482.5,1
Services,7,37444864.96,8688927.7,3235107.51,12,425,687972.61,1
Tech,11,45725184.3,11865941.46,2930293.43,48,575,1353781.23,0
Manufacturing,2,46236895.23,15675819.84,1181140.11,60,631,1125660.99,0
Tech,11,25414402.33,221480.49,319650.9,24,345,1618845.08,0
Manufacturing,9,44009814.16,8750391.0,3618139.05,12,375,1418989.74,0
Services,4,45823377.16,7557170.17,1251859.71,24,501,1898669.55,0
Retail,12,17511395.79,2820627.32,1526578.98,36,661,1786575.54,0
Services,7,20193806.45,3654457.77,1488994.77,36,751,536409.37,0
Tech,1,38802531.2,6308465.59,4729308.84,48,561,707911.77,1
Retail,9,31027934.49,1269428.11,734678.02,36,345,1790265.49,1
Retail,14,34817700.19,4650645.28,2666912.35,12,788,1434741.79,0
Services,5,16868472.83,5076786.71,1953694.07,24,434,549751.44,1
Services,12,14613732.4,-1880036.26,2748438.52,36,408,831843.88,1
Services,2,1746069.92,65932.5,3599217.07,48,464,1387976.57,0
Logistics,12,49304697.04,-2315411.12,4352824.17,48,476,341875.58,0
Manufacturing,11,47177248.64,-172245.02,3970557.78,24,754,768049.16,0
Tech,7,39348161.08,14362816.94,953823.7,36,621,896138.81,0
Services,8,10144370.03,818907.53,2899767.38,48,467,481375.86,1
Tech,7,3186353.8,982758.23,2156035.55,12,362,431783.65,1
Tech,2,28156963.87,3074130.71,2175125.69,60,527,323571.47,0
Retail,4,17415142.1,5028975.12,973808.42,36,467,1118516.03,0
Services,9,44890727.25,1798019.18,3518965.2,48,733,505677.92,0
Tech,8,3163155.54,-424047.01,1597127.12,24,635,176082.02,1
Tech,9,38929414.46,994499.51,2839199.24,36,559,1238991.17,1
Logistics,12,38093808.55,-4570206.53,1383371.14,48,521,1265771.8,1
Tech,6,3942750.48,1139550.49,4573519.1,24,439,1812209.78,0
Tech,6,27988007.89,7249338.34,2277459.33,60,375,1631198.87,1
Logistics,9,22582844.92,7671489.38,1998000.42,12,527,1006794.29,1
Retail,14,35237069.77,-11425.02,1327481.14,60,771,770007.11,1
Manufacturing,3,10451080.55,3670300.1,1763658.22,36,750,1943398.16,0
Logistics,1,24800618.13,90165.15,1888110.52,60,761,1948128.25,1
Services,8,38172988.31,6947534.02,4126427.08,60,748,1155977.22,0
Manufacturing,2,21617676.73,-2785183.91,836428.37,48,483,1984426.05,0
Tech,6,14181881.99,-1752044.97,3472425.81,60,528,1479407.91,1
Services,9,10973399.73,1303020.16,3302435.88,60,322,930598.4,1
Retail,8,20805164.58,1681238.36,3922307.44,12,461,84938.32,0
Retail,2,917159.15,38454.74,375379.78,24,760,79101.46,0
Retail,2,37803889.61,6739415.25,2917626.36,12,353,1130811.52,0
Manufacturing,9,22691218.19,-1089307.79,2815234.1,12,327,877106.76,0
Logistics,10,24647756.9,4689608.73,4691147.86,36,386,938363.09,0
Services,11,33227732.31,3384801.13,110651.54,24,630,944860.08,1
Retail,2,48103050.84,8443868.38,2759344.16,24,415,598017.72,0
Services,7,45006580.08,13698388.81,1713183.2,24,706,431415.05,0
Services,9,46631725.39,14135220.45,868576.23,48,817,627040.72,0
Logistics,11,24655523.34,-1724079.22,4151909.79,48,840,1094603.01,0
Tech,9,43012192.48,15927170.51,2053235.13,36,466,700332.71,0
Tech,13,33856404.86,6282885.72,4098720.72,24,618,517431.2,0
Manufacturing,9,39534671.24,-1054364.35,1664149.13,60,771,770508.27,1
Manufacturing,14,11294347.96,3066810.24,517620.44,12,845,139070.72,0
Logistics,7,6424310.16,-651120.75,2144476.58,36,518,416684.73,1
Services,8,15645153.81,-1025851.66,3297346.32,36,506,947899.03,1
Services,1,16105966.81,2461433.37,1858246.49,24,549,1755738.01,0
Tech,11,7044516.6,1476351.87,1968033.43,12,572,582174.53,1
Manufacturing,10,23469638.84,-2387445.69,983794.83,60,470,1402696.88,1
Tech,9,28283391.72,-4758527.52,3828342.63,60,556,831873.89,0
Tech,7,23484356.85,1573417.07,4029076.8,36,339,492440.71,0
Services,8,4250144.99,158085.78,1026546.12,60,800,1794195.86,0
Retail,4,6555898.31,884330.75,330983.91,24,806,1336930.51,0
Services,13,25703865.97,-2499835.33,1216161.08,12,472,1602860.81,0
Manufacturing,3,6857294.98,2324260.56,4667346.44,36,826,1413180.12,0
Tech,3,17719423.06,-2163186.64,4513502.34,48,370,1082078.29,0
Services,3,23982449.58,5441890.6,2322013.96,12,412,1916368.31,1
Manufacturing,10,18219398.21,-834243.12,2177904.39,12,699,854823.28,0
Tech,12,3280225.14,377290.76,1123711.32,36,326,822431.62,0
Services,6,20920019.4,2087335.48,330282.28,36,603,52579.96,0
Manufacturing,4,23478458.6,828720.15,3595303.94,48,380,1035083.61,0
Logistics,7,9779028.4,959564.84,3725896.0,36,698,1784913.03,0
Tech,2,31010790.43,6522678.39,323647.76,48,533,1856912.64,0
Tech,3,47490314.7,-8497174.52,235936.91,24,337,1932630.39,1
Retail,7,10722768.0,4264822.51,4904461.75,36,385,87659.69,0
Retail,7,36597358.36,1946683.88,4230512.21,12,543,989887.33,0
Retail,4,24294156.07,3235005.2,2703302.49,12,737,515475.45,0
Retail,6,34396276.17,6776807.09,4689736.26,48,462,25614.67,0
Tech,14,13250326.7,-2148435.4,164069.39,48,699,1564085.5,0
Tech,4,43056391.85,-1067876.01,1124438.99,60,315,19575.78,1
Logistics,2,42937096.52,3559426.37,1706020.2,24,349,1089392.59,0
Manufacturing,1,12313159.67,231277.33,4283438.72,48,588,1913258.44,0
Retail,4,28448993.5,5138182.17,3246778.57,24,467,1244271.87,0
Services,7,1520351.36,145057.79,3305846.86,12,610,226748.16,1
Retail,11,33178865.63,-29133.51,4932452.59,12,395,1763423.29,1
Tech,2,18205973.76,3042375.28,1502258.02,36,630,884344.69,0
Logistics,13,18785328.27,-2109523.32,3717435.01,36,727,1679801.87,1
Logistics,10,2962812.67,958522.6,670628.3,12,470,1295211.02,1
Services,12,10755257.91,286282.29,2942238.43,24,329,1335527.24,0
Manufacturing,11,32848005.95,-1448718.74,1487660.43,24,668,900105.62,0
Logistics,11,42182104.98,7025377.08,2692631.3,12,420,120507.75,0
Tech,9,24923093.49,7502231.26,669023.84,60,734,457238.19,0
Tech,9,43105170.9,47349.14,3582602.38,60,711,11525.91,0
Services,6,25021300.96,4973509.89,3606300.89,36,389,1308875.43,1
Manufacturing,14,5402496.43,684012.92,2195145.61,36,782,1627683.17,0
Tech,14,25738175.36,-4518149.9,4896680.18,60,405,1987476.58,1
Services,9,14673299.37,998110.02,2903270.0,60,646,1670706.75,0
Retail,5,20054681.0,-2083479.81,3203575.09,48,445,344188.25,1
Retail,5,27130575.32,-3377882.01,347532.76,36,823,617119.85,1
Manufacturing,1,48835298.31,13238804.69,4681650.79,36,398,1060117.09,0
Tech,6,6104319.59,310410.19,1660718.78,12,658,880341.92,0
Manufacturing,10,21549031.89,3008239.81,2809036.77,36,847,1876932.63,0
Retail,12,38669965.35,13561402.6,3243611.13,60,428,565380.34,0
Tech,14,44282797.68,-353626.57,1876623.62,12,618,716326.24,0
Logistics,8,2550846.68,502527.61,838603.87,60,687,1348135.79,0
Tech,10,34721485.9,7283001.1,3278319.03,60,718,989166.6,0
Logistics,5,41295459.0,256206.77,1395102.79,48,659,3971.09,1
Manufacturing,13,3126062.41,1137844.33,3942436.37,24,716,857656.02,0
Logistics,5,13706914.87,1572791.37,2156931.61,36,833,837346.08,0
Manufacturing,6,42585296.9,-1623947.79,3630816.93,48,336,291058.92,1
Logistics,8,7938666.5,1179448.87,750419.29,12,743,1586888.09,0
Logistics,12,42993260.75,12645075.7,1403187.56,36,602,1025489.49,0
Tech,1,24862298.61,2917556.08,825769.81,36,828,156710.56,0
Retail,8,23607765.45,-4442485.68,2817347.5,36,550,1298815.04,1
Manufacturing,11,17793577.53,3868473.07,3252763.22,24,625,1934532.13,0
Retail,9,15950459.09,-345124.39,2523295.93,60,659,503203.29,1
Retail,5,40718299.06,4223578.43,4302775.34,12,410,294872.87,1
Services,7,13715817.06,5360015.0,2094763.46,12,367,909150.92,1
Manufacturing,5,7086382.53,1655563.62,1276467.2,12,680,1356994.39,0
Retail,1,47865003.61,-6743878.32,663265.89,48,508,559212.54,1
Logistics,12,5357239.64,905726.64,4961150.6,60,724,1976824.47,0
Services,4,33285362.34,-5791561.46,2984619.97,60,370,592796.17,0
Tech,11,19676434.67,859294.65,622520.14,60,807,1848720.82,0
Manufacturing,1,4677329.55,-426845.9,1773633.59,60,449,912830.83,0
Services,12,28980235.6,6060279.3,2667087.97,48,553,520843.14,0
Manufacturing,14,38245779.33,-2043831.18,2401932.54,60,423,901602.56,1
Logistics,14,37588276.71,3292204.83,2600646.62,48,718,660740.95,0
Manufacturing,11,33897820.12,5861968.31,1079873.2,36,818,1844310.76,0
Tech,4,28993375.65,4922194.18,2163002.38,36,478,718509.5,1
Manufacturing,11,44868993.55,432017.4,3887002.8,24,571,1277910.03,1
Tech,5,14491420.73,4456248.56,1508678.28,60,546,370366.88,1
Services,10,42573162.48,10662792.25,1634524.94,60,360,1993902.18,1
Retail,1,19750697.21,319046.29,2195779.58,36,537,1797976.26,0
Tech,10,44243146.27,-2292776.16,1955392.21,24,392,224056.31,1
Tech,14,41176409.6,9447246.59,1392356.36,36,737,109501.21,0
Logistics,8,18302104.85,-1242670.89,4614457.04,48,657,1660591.3,0
Tech,5,49979774.14,7835470.72,2776557.02,60,518,304276.41,0
Tech,11,28361662.43,1420565.52,2926838.93,12,353,1624498.69,0
Logistics,12,13630267.54,-193930.58,3519945.19,12,385,1330179.57,0
Services,11,29342554.8,-3089919.75,1551197.38,60,785,1579506.54,0
Logistics,7,20392065.33,-2096739.91,2463361.04,60,393,654871.19,1
Services,9,7774809.13,-326833.46,780473.92,60,476,1192906.76,1
Tech,13,33152210.23,-1852473.1,1044533.91,60,457,1036629.28,0
Manufacturing,3,35865483.67,2156089.21,195292.44,24,748,1614165.84,0
Logistics,4,36649364.76,10599708.79,3071201.04,48,775,684632.4,0
Retail,10,31817397.6,3430492.21,4741956.42,24,739,934824.57,0
Manufacturing,4,27649132.75,-2275459.99,966866.83,60,313,1232228.47,1
Logistics,11,22391709.94,8315145.6,1602119.84,48,819,829353.7,0
Manufacturing,12,46102923.54,2143334.34,3896236.37,12,343,1321253.15,0
Manufacturing,13,13585011.3,5014778.32,4708319.48,48,377,1349704.83,1
Logistics,7,47892653.1,6755021.26,966034.92,36,393,1501941.6,0
Services,7,40493388.08,269265.13,1007849.1,12,320,1156621.46,1
Retail,11,26802202.17,7181543.95,3114996.6,24,509,248616.6,0
Manufacturing,2,2475211.9,-249162.73,1949171.92,24,729,915798.19,0
Tech,4,15484375.92,-811227.17,2422644.21,12,453,428495.7,1
Tech,9,42270801.07,-6451006.48,1926242.66,12,629,522861.57,0
Tech,11,47245997.11,-6023448.68,3680699.03,24,577,364914.97,1
Retail,3,8160550.77,1839842.58,466228.24,36,610,1363757.25,0
Tech,2,8405796.96,-260412.5,4159675.24,12,492,1357691.47,0
Tech,13,19966431.33,6941548.39,3378733.21,36,463,555421.88,1
Logistics,13,14803631.24,2284678.48,2176803.68,12,819,1856120.71,0
Manufacturing,7,11265098.62,2462235.01,4334757.23,12,817,914205.99,0
Retail,4,45182427.05,15109890.15,2054503.5,12,737,114626.09,0
Retail,4,8639656.52,-364653.94,3885533.02,24,523,451642.71,0
Tech,11,21155980.62,-3147537.35,2098371.33,60,687,772095.53,0
Logistics,1,20341603.28,7922947.63,2244114.9,60,539,1670698.76,0
Retail,6,38130450.78,-1083168.89,1284733.41,60,689,887481.56,1
Manufacturing,5,18272311.79,2913891.15,1697831.1,36,485,1761641.34,1
Tech,7,49986738.17,7821551.66,4929040.64,36,717,950351.95,0
Logistics,7,45358332.39,3315773.57,2380579.63,12,393,1440564.34,0
Retail,14,30172961.78,-4259235.05,2934194.05,60,506,1553189.18,0
Tech,3,4898936.26,189096.52,544176.32,48,830,492262.22,0
Logistics,7,27650700.35,-3537168.9,4104477.19,48,452,1296883.79,0
Tech,11,23230280.3,-1019463.96,2654369.4,36,811,1055219.8,0
Services,8,3857256.91,989237.0,3316364.18,12,812,549733.8,1
Manufacturing,1,8922610.7,2600217.06,241396.2,24,544,1851477.98,1
Retail,6,19777716.08,2518737.82,3929488.27,60,521,374775.6,0
Retail,14,12450614.43,1060246.57,341524.29,36,572,1814964.01,0
Retail,10,18175930.14,-648289.09,4613007.15,60,835,128650.57,0
Tech,11,14505703.65,4173597.6,2372043.12,36,705,709646.76,0
Manufacturing,13,31638539.53,11481897.27,499477.85,60,379,1853936.4,1
Services,1,2997884.01,676649.61,4272126.63,24,377,1644724.24,1
Services,4,42192568.08,10425385.58,4985971.38,36,362,809227.67,1
Tech,9,42244974.66,-349057.85,4281290.62,36,626,775744.53,1
Logistics,6,32369031.55,5957418.63,2608778.57,48,547,181136.95,0
Tech,10,41481613.33,5590966.38,4755313.62,12,624,653744.3,0
Manufacturing,7,37517298.45,14568960.53,2064923.73,48,682,1887921.67,0
Services,1,48242676.98,12958606.79,2980496.44,48,344,1651128.98,0
Tech,11,38081042.53,1170105.87,3604096.22,12,596,268624.6,0
Logistics,6,41092860.6,15799372.81,603454.96,48,819,510343.87,0
Logistics,9,22085000.3,3144486.81,3422589.6,24,842,428001.8,0
Manufacturing,1,14134368.58,540325.16,1105596.51,60,737,273545.01,0
Logistics,2,17275224.46,-3156582.51,813255.01,48,534,1771790.79,1
Services,1,4608707.78,427223.84,1704752.47,60,323,1641609.8,0
Tech,10,38444391.83,1952261.89,4583228.68,36,620,1965429.98,0
Tech,3,49517193.5,4821058.44,256732.41,24,542,1603884.59,0
Services,14,34825638.42,12664059.63,4105597.59,60,759,619520.1,0
Tech,3,31851557.22,-5918511.75,677331.98,36,660,260135.37,0
Tech,9,23627932.16,4891776.8,2849898.78,12,784,1304927.97,0
Retail,9,40304980.61,-6229273.24,3821903.74,12,649,1008669.95,0
Logistics,12,32766771.42,3362016.63,4695687.92,60,599,1976092.35,1
Manufacturing,5,33535242.66,-5185354.31,4600336.34,60,384,96146.23,1
Tech,4,8378135.18,2569255.39,665054.15,12,526,100473.8,1
Manufacturing,11,24402204.3,-4485930.65,1527423.02,36,345,200660.86,1
Services,5,34115586.71,11962759.9,2819681.45,36,701,737995.23,0
Services,8,5490854.13,1625720.55,1809866.82,36,304,1820020.64,0
Services,8,43092311.42,-3867073.97,3853359.03,12,664,1335735.52,1
Manufacturing,6,2725338.51,-445827.82,1609253.4,36,677,99309.54,1
Services,2,45244488.12,-6976954.66,2531151.85,24,651,1901531.79,0
Retail,10,2879110.78,-283013.04,4285513.83,48,397,1695213.21,1
Tech,12,15019512.08,3677148.51,4210767.16,24,509,698831.09,0
Retail,2,25194711.25,6542916.52,1211792.07,36,619,1654181.7,1
Tech,3,47662586.53,14640796.52,2909393.55,36,497,857356.8,0
Tech,11,41181571.55,8836981.97,4464022.47,48,490,991584.85,0
Services,4,17641580.82,3822331.09,3401784.12,12,660,1703443.4,0
Retail,3,39946201.75,11785721.87,661354.01,12,466,797288.72,0
Tech,7,38703127.44,1194009.94,1877651.51,12,346,1775110.6,0
Retail,5,22952969.17,1200185.58,3610489.29,36,537,1546357.96,1
Tech,10,13109327.8,5154235.92,3200173.14,12,650,1315704.76,0
Manufacturing,4,8844207.35,195903.64,2280723.33,48,541,810492.66,0
Services,1,2439874.96,831501.43,592286.24,48,639,806835.95,0
Logistics,10,28850847.11,-1684475.48,442490.68,24,303,1093381.41,1
Manufacturing,2,35535563.27,-4319528.32,327492.9,12,677,1080016.7,1
Services,7,12637455.19,4441035.01,1347317.01,24,605,980500.21,0
Logistics,11,17630825.83,-2130603.8,4802418.45,60,629,1965384.85,0
Services,13,14805898.19,4576770.61,3232386.55,48,551,1129457.64,0
Manufacturing,6,28361570.37,-3342139.95,3085000.6,24,502,881503.45,1
Tech,1,46583969.06,-4631381.03,202632.23,12,413,866021.29,1
Tech,2,21678278.23,58442.22,1247533.82,60,670,548348.18,0
Services,13,23393213.65,9097161.45,3029403.75,24,577,1078404.98,0
Tech,4,4269568.22,1626534.64,3070225.29,36,668,887039.76,0
Services,5,28239089.88,8433328.66,858333.2,48,811,1655330.33,0
Retail,14,36635894.25,10708241.04,2705511.4,48,667,1107653.64,0
Manufacturing,3,4962593.28,1144995.7,4263408.02,36,592,440621.87,0
Logistics,5,49970096.06,11237357.97,870645.63,60,773,767612.29,0
Retail,9,47359360.73,10983127.22,1537288.72,36,700,71470.91,0
Tech,5,40235644.51,-7365324.9,314057.69,60,399,1421334.61,1
Manufacturing,6,38998296.05,31249.91,3914340.91,36,552,1286891.04,1
Logistics,2,15806784.78,-2672739.72,4809165.55,60,393,1303920.98,1
Logistics,6,15907217.68,5602204.66,3571809.38,48,577,1112964.61,0
Manufacturing,4,11462775.45,4234088.08,3823616.38,12,569,970462.11,0
Retail,8,34523216.23,9159115.48,3328330.21,60,792,1218518.7,0
Manufacturing,10,20538251.38,6901789.65,4125370.66,36,747,953920.9,0
Retail,9,3248269.47,250502.85,1746832.16,60,463,1118467.74,1
Retail,13,40965667.25,-4288824.42,2160135.88,48,320,770912.61,1
Tech,10,36067548.29,9799875.79,3968537.15,48,524,990715.68,0
Services,1,8662883.82,-1163803.35,4955595.33,36,671,584287.7,0
Retail,5,42790402.56,-7809971.85,3561681.51,12,829,1794255.58,0
Manufacturing,8,43935648.22,-5135361.4,3391345.95,60,457,859034.1,1
Retail,7,46528390.96,67472.2,137995.96,12,701,43988.11,0
Manufacturing,5,11069199.45,2896499.47,3041150.37,48,568,44484.1,0
Manufacturing,1,38344335.48,-6183932.6,358747.83,60,671,236470.86,1
Retail,5,39663839.1,-1261702.43,4448396.98,60,558,1598680.24,0
Logistics,3,47497753.51,-968542.86,4198570.18,36,340,1401583.6,0
Logistics,11,24863898.92,-3410663.41,4874471.65,60,394,1821521.37,1
Logistics,3,44839891.25,9059443.68,678386.57,36,470,1247333.82,1
Retail,12,24863597.44,-3893130.84,485305.95,48,423,1341964.46,1
Logistics,11,18079224.83,-1270170.07,2468153.24,36,333,1104454.29,0
Retail,3,15149215.86,2892445.84,2645971.66,24,405,1604384.14,0
Manufacturing,6,8559114.21,2656646.46,2560764.88,24,358,1502024.35,0
Tech,7,9819124.81,1086332.72,3364386.91,36,520,647275.34,0
Retail,14,34944085.14,-1417109.37,156117.76,12,572,334429.83,1
Services,11,29870470.27,3601098.57,2368704.99,60,411,945082.11,0
Retail,14,22683861.99,-1463519.78,2174415.33,24,595,325181.11,1
Tech,2,47107238.28,15121257.77,1247850.76,24,511,1497780.45,0
Logistics,8,42558536.06,-6488388.21,3925757.53,48,319,40391.88,1
Tech,6,15502230.66,3883938.64,3787181.69,36,386,1456787.48,1
Tech,12,22560911.44,6156103.55,347835.56,36,592,1162267.35,1
Tech,3,47352112.46,14867512.71,109613.89,60,388,925416.59,1
Manufacturing,7,17445155.64,-1407716.41,1329849.79,60,605,752572.35,1
Services,10,41054585.18,10191246.48,4558685.29,36,608,1002305.93,1
Manufacturing,10,24513129.83,1770002.08,491573.31,36,592,1602564.72,0
Services,2,16801237.55,-1635976.16,1953274.16,60,735,1823310.68,0
Manufacturing,10,48185624.07,13925578.94,4050363.4,24,795,1514976.34,0
Retail,8,7827902.29,941089.55,275585.07,24,316,837941.9,0
Logistics,10,42318905.87,5680335.03,1084780.87,60,345,1038566.53,0
Manufacturing,11,29780327.51,-1371731.17,3828323.93,12,499,489307.94,1
Manufacturing,10,39256969.05,13487162.39,159044.62,48,442,1424588.78,0
Retail,14,30170822.82,2053134.88,3051639.98,60,519,962587.21,1
Tech,12,40244834.17,4142878.49,3638183.39,60,308,1093259.51,1
Manufacturing,4,25019099.67,1288499.76,4151918.55,36,357,863066.26,0
Manufacturing,9,39628178.92,7134245.92,417379.67,36,305,1862648.54,1
Services,3,21541195.91,7022167.75,4562793.8,24,402,1010605.9,0
Tech,3,49070386.97,191563.17,3161571.4,48,490,1039832.29,1
Services,14,29429306.61,9099839.51,4430795.45,24,319,1077766.9,0
Retail,1,30395308.69,6186647.7,4380317.59,24,581,1271821.72,0
Services,8,27759782.56,-3863119.02,4416295.52,12,581,1194228.35,1
Services,7,49337336.41,19096298.96,3397171.97,24,305,436571.78,0
Services,7,42602721.98,15108904.55,2027225.19,48,340,1145958.34,0
Services,10,16133059.29,4446755.4,2116376.14,60,585,1400172.83,1
Tech,6,47437983.19,16418695.65,4722957.5,48,732,1662587.4,0
Retail,11,7391330.28,2174611.67,1335547.7,60,455,1353143.79,0
Tech,2,19422493.45,4897749.26,3072486.26,60,369,1035309.22,0
Retail,14,49012125.17,-2551450.05,616870.95,36,416,835835.77,0
Services,5,25270168.75,-622530.73,3848448.71,48,500,1497069.95,0
Services,11,20922434.11,-2793915.81,3625943.24,48,459,546022.24,1
Tech,14,18843695.04,-1581517.64,522887.01,12,466,1906265.72,1
Manufacturing,12,47006185.48,-8784840.02,1679176.56,60,659,1117571.65,0
Retail,13,24335323.2,-2826884.76,1141771.49,12,689,404984.53,1
Retail,11,19971297.55,-3404324.25,3831255.61,48,446,1196206.72,0
Retail,11,38816035.29,-3583723.33,1298570.37,60,333,190005.98,0
Retail,2,11606802.79,4093171.28,3676158.73,60,594,1327888.48,1
Retail,7,44965601.13,13655296.6,4163428.55,24,304,1630824.23,0
Services,2,49930214.45,-2828940.19,1284491.99,60,337,586614.73,0
Tech,6,2449080.78,468366.25,2386858.84,12,367,1029728.46,0
Logistics,3,1521753.42,312089.56,2053047.84,36,550,1911061.29,0
Tech,7,34523014.62,11791662.04,1034046.6,36,302,1416755.16,1
Services,7,24840023.39,7389106.58,3397325.79,24,473,646218.98,0
Retail,7,41023568.56,8168127.29,3287203.93,24,792,360781.8,0
Retail,11,8272939.72,-1119453.03,683981.39,24,831,343620.82,1
Services,10,47756124.25,-3521741.99,4238208.68,12,842,157189.54,1
Services,1,8595308.53,3086240.06,3948121.24,36,748,994041.95,0
Services,5,46712911.51,9097616.33,3181480.0,36,793,1459330.2,0
Services,5,45280700.34,14132135.56,1381789.02,36,402,312567.92,1
